* Dictionary *
Treatment:	= 1 if perfect, = 2 if public, = 3 if private
epsilon:	probability signal is incorrect in treatments 2 and 3 (see paper for details)
			= 0.1 in main treatments, = 0.2 in "high noise" treatments
session:    session #
random:     sessions with the same value of random had the same random termination sequence
id:         id #, constant through session
group:      identifies subjects that were grouped together for a supergame
supergame:  match #
round:      round #
coop:       = 1 if subject cooperated, = 0 o/w
ocoop:      coop of other in pair, = 0 o/w
signal: 	= 1 if send signal of cooperation; 0 if send signal of defection (equal coop in treatment 1)
osignal: 	signal of other in pair
lottery:	= 1 if high prize, = 0 if low prize, in lottery conditional on choices; set to 0 for treatments ~= 1
same:		= 1 for matches that were experienced in all sessions that shared the same random sequence, 0 o/w
			data analysis reported in the paper is conditional on same == 1
**************

treatment	epsilon	session	random	id	group	supergame	round	coop	ocoop	signal	osignal	lottery	same
"Perfect"	.1	1	0	4	73	10	2	1	1	1	1	1	1
"Perfect"	.1	1	0	4	73	10	3	1	1	1	1	1	1
"Perfect"	.1	1	0	4	81	11	1	1	1	1	1	1	1
"Perfect"	.1	1	0	4	81	11	2	1	1	1	1	1	1
"Perfect"	.1	1	0	4	81	11	3	1	1	1	1	1	1
"Perfect"	.1	1	0	4	81	11	4	1	0	1	0	1	1
"Perfect"	.1	1	0	4	81	11	5	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	6	0	1	0	1	0	1
"Perfect"	.1	1	0	4	81	11	7	0	1	0	1	1	1
"Perfect"	.1	1	0	4	81	11	8	0	1	0	1	0	1
"Perfect"	.1	1	0	4	81	11	9	0	1	0	1	0	1
"Perfect"	.1	1	0	4	81	11	10	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	11	0	1	0	1	0	1
"Perfect"	.1	1	0	4	81	11	12	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	13	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	14	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	15	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	16	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	17	0	0	0	0	0	1
"Perfect"	.1	1	0	4	81	11	18	0	0	0	0	0	1
"Perfect"	.1	1	0	5	4	1	1	0	1	0	1	0	1
"Perfect"	.1	1	0	5	4	1	2	1	0	1	0	1	1
"Perfect"	.1	1	0	5	4	1	3	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	4	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	5	0	1	0	1	0	1
"Perfect"	.1	1	0	5	4	1	6	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	7	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	8	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	9	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	10	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	11	1	1	1	1	1	1
"Perfect"	.1	1	0	5	4	1	12	1	1	1	1	1	1
"Perfect"	.1	1	0	5	10	2	1	0	1	0	1	0	1
"Perfect"	.1	1	0	5	10	2	2	0	0	0	0	0	1
"Perfect"	.1	1	0	5	21	3	1	1	0	1	0	1	1
"Perfect"	.1	1	0	5	21	3	2	0	0	0	0	1	1
"Perfect"	.1	1	0	5	21	3	3	0	1	0	1	0	1
"Perfect"	.1	1	0	5	21	3	4	1	0	1	0	1	1
"Perfect"	.1	1	0	5	21	3	5	0	0	0	0	0	1
"Perfect"	.1	1	0	5	21	3	6	0	0	0	0	0	1
"Perfect"	.1	1	0	5	21	3	7	0	0	0	0	0	1
"Perfect"	.1	1	0	5	21	3	8	0	0	0	0	0	1
"Perfect"	.1	1	0	5	21	3	9	1	1	1	1	1	1
"Perfect"	.1	1	0	5	27	4	1	0	0	0	0	0	1
"Perfect"	.1	1	0	5	36	5	1	0	0	0	0	1	1
"Perfect"	.1	1	0	5	36	5	2	0	0	0	0	0	1
"Perfect"	.1	1	0	5	36	5	3	0	1	0	1	0	1
"Perfect"	.1	1	0	5	36	5	4	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	1	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	2	0	1	0	1	0	1
"Perfect"	.1	1	0	5	42	6	3	0	1	0	1	0	1
"Perfect"	.1	1	0	5	42	6	4	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	5	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	6	1	0	1	0	1	1
"Perfect"	.1	1	0	5	42	6	7	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	8	1	0	1	0	1	1
"Perfect"	.1	1	0	5	42	6	9	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	10	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	11	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	12	1	0	1	0	1	1
"Perfect"	.1	1	0	5	42	6	13	1	0	1	0	1	1
"Perfect"	.1	1	0	5	42	6	14	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	15	0	0	0	0	0	1
"Perfect"	.1	1	0	5	42	6	16	1	0	1	0	1	1
"Perfect"	.1	1	0	5	42	6	17	0	0	0	0	0	1
"Perfect"	.1	1	0	5	52	7	1	0	0	0	0	0	1
"Perfect"	.1	1	0	5	52	7	2	1	0	1	0	1	1
"Perfect"	.1	1	0	5	52	7	3	0	0	0	0	0	1
"Perfect"	.1	1	0	5	52	7	4	0	0	0	0	1	1
"Perfect"	.1	1	0	5	52	7	5	0	0	0	0	0	1
"Perfect"	.1	1	0	5	52	7	6	0	0	0	0	0	1
"Perfect"	.1	1	0	5	52	7	7	0	0	0	0	0	1
"Perfect"	.1	1	0	5	52	7	8	0	0	0	0	0	1
"Perfect"	.1	1	0	5	61	8	1	1	1	1	1	1	1
"Perfect"	.1	1	0	5	61	8	2	1	1	1	1	1	1
"Perfect"	.1	1	0	5	61	8	3	1	1	1	1	1	1
"Perfect"	.1	1	0	5	61	8	4	1	1	1	1	1	1
"Perfect"	.1	1	0	5	61	8	5	0	1	0	1	1	1
"Perfect"	.1	1	0	5	61	8	6	0	0	0	0	0	1
"Perfect"	.1	1	0	5	61	8	7	1	0	1	0	1	1
"Perfect"	.1	1	0	5	61	8	8	0	1	0	1	0	1
"Perfect"	.1	1	0	5	61	8	9	0	0	0	0	1	1
"Perfect"	.1	1	0	5	61	8	10	1	0	1	0	1	1
"Perfect"	.1	1	0	5	61	8	11	0	0	0	0	0	1
"Perfect"	.1	1	0	5	61	8	12	0	0	0	0	0	1
"Perfect"	.1	1	0	5	61	8	13	0	1	0	1	0	1
"Perfect"	.1	1	0	5	69	9	1	0	0	0	0	0	1
"Perfect"	.1	1	0	5	69	9	2	0	0	0	0	0	1
"Perfect"	.1	1	0	5	69	9	3	1	0	1	0	1	1
"Perfect"	.1	1	0	5	69	9	4	0	0	0	0	0	1
"Perfect"	.1	1	0	5	69	9	5	0	0	0	0	0	1
"Perfect"	.1	1	0	5	78	10	1	0	1	0	1	0	1
"Perfect"	.1	1	0	5	78	10	2	0	0	0	0	0	1
"Perfect"	.1	1	0	5	78	10	3	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	1	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	2	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	3	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	4	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	5	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	6	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	7	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	8	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	9	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	10	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	11	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	12	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	13	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	14	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	15	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	16	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	17	0	0	0	0	0	1
"Perfect"	.1	1	0	5	84	11	18	1	0	1	0	1	1
"Perfect"	.1	1	0	6	2	1	1	1	1	1	1	1	1
"Perfect"	.1	1	0	6	2	1	2	1	1	1	1	1	1
"Perfect"	.1	1	0	6	2	1	3	0	1	0	1	0	1
"Perfect"	.1	1	0	6	2	1	4	1	0	1	0	1	1
"Perfect"	.1	1	0	6	2	1	5	0	1	0	1	0	1
"Perfect"	.1	1	0	6	2	1	6	0	1	0	1	1	1
"Perfect"	.1	1	0	6	2	1	7	1	1	1	1	1	1
"Perfect"	.1	1	0	6	2	1	8	0	1	0	1	0	1
"Perfect"	.1	1	0	6	2	1	9	0	0	0	0	0	1
"Perfect"	.1	1	0	6	2	1	10	0	0	0	0	0	1
"Perfect"	.1	1	0	6	2	1	11	1	0	1	0	1	1
"Perfect"	.1	1	0	6	2	1	12	1	1	1	1	1	1
"Perfect"	.1	1	0	6	10	2	1	1	0	1	0	1	1
"Perfect"	.1	1	0	6	10	2	2	0	0	0	0	0	1
"Perfect"	.1	1	0	6	19	3	1	0	1	0	1	0	1
"Perfect"	.1	1	0	6	19	3	2	0	1	0	1	0	1
"Perfect"	.1	1	0	6	19	3	3	0	0	0	0	0	1
"Perfect"	.1	1	0	6	19	3	4	1	0	1	0	1	1
"Perfect"	.1	1	0	6	19	3	5	1	0	1	0	1	1
"Perfect"	.1	1	0	6	19	3	6	0	0	0	0	0	1
"Perfect"	.1	1	0	6	19	3	7	0	0	0	0	1	1
"Perfect"	.1	1	0	6	19	3	8	0	0	0	0	0	1
"Perfect"	.1	1	0	6	19	3	9	0	0	0	0	0	1
"Perfect"	.1	1	0	6	28	4	1	0	0	0	0	0	1
"Perfect"	.1	1	0	6	35	5	1	0	1	0	1	0	1
"Perfect"	.1	1	0	6	35	5	2	0	1	0	1	0	1
"Perfect"	.1	1	0	6	35	5	3	0	0	0	0	0	1
"Perfect"	.1	1	0	6	35	5	4	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	1	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	2	1	0	1	0	1	1
"Perfect"	.1	1	0	6	42	6	3	1	0	1	0	1	1
"Perfect"	.1	1	0	6	42	6	4	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	5	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	6	0	1	0	1	0	1
"Perfect"	.1	1	0	6	42	6	7	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	8	0	1	0	1	0	1
"Perfect"	.1	1	0	6	42	6	9	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	10	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	11	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	12	0	1	0	1	1	1
"Perfect"	.1	1	0	6	42	6	13	0	1	0	1	0	1
"Perfect"	.1	1	0	6	42	6	14	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	15	0	0	0	0	0	1
"Perfect"	.1	1	0	6	42	6	16	0	1	0	1	0	1
"Perfect"	.1	1	0	6	42	6	17	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	1	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	2	0	0	0	0	1	1
"Perfect"	.1	1	0	6	51	7	3	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	4	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	5	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	6	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	7	0	0	0	0	0	1
"Perfect"	.1	1	0	6	51	7	8	0	0	0	0	1	1
"Perfect"	.1	1	0	6	63	8	1	1	1	1	1	1	1
"Perfect"	.1	1	0	6	63	8	2	0	0	0	0	0	1
"Perfect"	.1	1	0	6	63	8	3	1	0	1	0	1	1
"Perfect"	.1	1	0	6	63	8	4	0	0	0	0	0	1
"Perfect"	.1	1	0	6	63	8	5	0	1	0	1	0	1
"Perfect"	.1	1	0	6	63	8	6	0	1	0	1	0	1
"Perfect"	.1	1	0	6	63	8	7	0	0	0	0	0	1
"Perfect"	.1	1	0	6	63	8	8	0	1	0	1	0	1
"Perfect"	.1	1	0	6	63	8	9	0	1	0	1	0	1
"Perfect"	.1	1	0	6	63	8	10	0	1	0	1	0	1
"Perfect"	.1	1	0	6	63	8	11	0	1	0	1	0	1
"Perfect"	.1	1	0	6	63	8	12	0	1	0	1	1	1
"Perfect"	.1	1	0	6	63	8	13	0	1	0	1	0	1
"Perfect"	.1	1	0	6	65	9	1	0	1	0	1	0	1
"Perfect"	.1	1	0	6	65	9	2	0	1	0	1	0	1
"Perfect"	.1	1	0	6	65	9	3	0	1	0	1	1	1
"Perfect"	.1	1	0	6	65	9	4	0	0	0	0	0	1
"Perfect"	.1	1	0	6	65	9	5	0	0	0	0	0	1
"Perfect"	.1	1	0	6	76	10	1	0	1	0	1	0	1
"Perfect"	.1	1	0	6	76	10	2	0	0	0	0	0	1
"Perfect"	.1	1	0	6	76	10	3	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	1	0	1	0	1	0	1
"Perfect"	.1	1	0	6	83	11	2	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	3	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	4	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	5	0	0	0	0	1	1
"Perfect"	.1	1	0	6	83	11	6	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	7	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	8	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	9	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	10	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	11	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	12	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	13	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	14	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	15	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	16	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	17	0	0	0	0	0	1
"Perfect"	.1	1	0	6	83	11	18	0	0	0	0	0	1
"Perfect"	.1	1	0	7	6	1	1	1	1	1	1	0	1
"Perfect"	.1	1	0	7	6	1	2	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	3	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	4	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	5	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	6	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	7	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	8	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	9	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	10	0	1	0	1	0	1
"Perfect"	.1	1	0	7	6	1	11	1	1	1	1	1	1
"Perfect"	.1	1	0	7	6	1	12	1	1	1	1	1	1
"Perfect"	.1	1	0	7	12	2	1	1	0	1	0	1	1
"Perfect"	.1	1	0	7	12	2	2	1	0	1	0	1	1
"Perfect"	.1	1	0	7	23	3	1	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	2	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	3	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	4	1	1	1	1	0	1
"Perfect"	.1	1	0	7	23	3	5	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	6	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	7	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	8	1	1	1	1	1	1
"Perfect"	.1	1	0	7	23	3	9	1	1	1	1	1	1
"Perfect"	.1	1	0	7	30	4	1	0	1	0	1	0	1
"Perfect"	.1	1	0	7	33	5	1	0	0	0	0	0	1
"Perfect"	.1	1	0	7	33	5	2	1	1	1	1	1	1
"Perfect"	.1	1	0	7	33	5	3	1	1	1	1	1	1
"Perfect"	.1	1	0	7	33	5	4	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	1	0	1	0	1	0	1
"Perfect"	.1	1	0	7	45	6	2	1	0	1	0	1	1
"Perfect"	.1	1	0	7	45	6	3	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	4	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	5	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	6	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	7	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	8	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	9	1	1	1	1	0	1
"Perfect"	.1	1	0	7	45	6	10	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	11	0	1	0	1	0	1
"Perfect"	.1	1	0	7	45	6	12	1	0	1	0	1	1
"Perfect"	.1	1	0	7	45	6	13	1	0	1	0	1	1
"Perfect"	.1	1	0	7	45	6	14	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	15	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	16	1	1	1	1	1	1
"Perfect"	.1	1	0	7	45	6	17	1	1	1	1	1	1
"Perfect"	.1	1	0	7	53	7	1	1	1	1	1	1	1
"Perfect"	.1	1	0	7	53	7	2	1	1	1	1	1	1
"Perfect"	.1	1	0	7	53	7	3	1	1	1	1	1	1
"Perfect"	.1	1	0	7	53	7	4	1	1	1	1	0	1
"Perfect"	.1	1	0	7	53	7	5	1	1	1	1	1	1
"Perfect"	.1	1	0	7	53	7	6	1	1	1	1	1	1
"Perfect"	.1	1	0	7	53	7	7	0	1	0	1	0	1
"Perfect"	.1	1	0	7	53	7	8	1	1	1	1	1	1
"Perfect"	.1	1	0	7	60	8	1	1	0	1	0	1	1
"Perfect"	.1	1	0	7	60	8	2	1	0	1	0	1	1
"Perfect"	.1	1	0	7	60	8	3	1	0	1	0	1	1
"Perfect"	.1	1	0	7	60	8	4	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	5	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	6	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	7	1	0	1	0	1	1
"Perfect"	.1	1	0	7	60	8	8	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	9	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	10	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	11	1	0	1	0	1	1
"Perfect"	.1	1	0	7	60	8	12	0	0	0	0	0	1
"Perfect"	.1	1	0	7	60	8	13	0	0	0	0	0	1
"Perfect"	.1	1	0	7	70	9	1	1	1	1	1	1	1
"Perfect"	.1	1	0	7	70	9	2	1	1	1	1	1	1
"Perfect"	.1	1	0	7	70	9	3	1	1	1	1	0	1
"Perfect"	.1	1	0	7	70	9	4	1	1	1	1	0	1
"Perfect"	.1	1	0	7	70	9	5	1	1	1	1	1	1
"Perfect"	.1	1	0	7	77	10	1	1	0	1	0	1	1
"Perfect"	.1	1	0	7	77	10	2	0	0	0	0	0	1
"Perfect"	.1	1	0	7	77	10	3	0	0	0	0	0	1
"Perfect"	.1	1	0	7	85	11	1	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	2	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	3	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	4	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	5	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	6	0	1	0	1	1	1
"Perfect"	.1	1	0	7	85	11	7	1	0	1	0	0	1
"Perfect"	.1	1	0	7	85	11	8	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	9	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	10	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	11	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	12	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	13	0	1	0	1	0	1
"Perfect"	.1	1	0	7	85	11	14	0	0	0	0	0	1
"Perfect"	.1	1	0	7	85	11	15	0	0	0	0	1	1
"Perfect"	.1	1	0	7	85	11	16	1	0	1	0	1	1
"Perfect"	.1	1	0	7	85	11	17	1	1	1	1	1	1
"Perfect"	.1	1	0	7	85	11	18	1	1	1	1	1	1
"Perfect"	.1	1	0	8	5	1	1	0	1	0	1	0	1
"Perfect"	.1	1	0	8	5	1	2	0	0	0	0	0	1
"Perfect"	.1	1	0	8	5	1	3	0	1	0	1	0	1
"Perfect"	.1	1	0	8	5	1	4	0	0	0	0	0	1
"Perfect"	.1	1	0	8	5	1	5	0	0	0	0	0	1
"Perfect"	.1	1	0	8	5	1	6	1	0	1	0	0	1
"Perfect"	.1	1	0	8	5	1	7	0	1	0	1	0	1
"Perfect"	.1	1	0	8	5	1	8	0	0	0	0	0	1
"Perfect"	.1	1	0	8	5	1	9	1	1	1	1	1	1
"Perfect"	.1	1	0	8	5	1	10	0	1	0	1	0	1
"Perfect"	.1	1	0	8	5	1	11	0	1	0	1	1	1
"Perfect"	.1	1	0	8	5	1	12	0	0	0	0	0	1
"Perfect"	.1	1	0	8	14	2	1	0	1	0	1	0	1
"Perfect"	.1	1	0	8	14	2	2	0	1	0	1	0	1
"Perfect"	.1	1	0	8	18	3	1	0	1	0	1	0	1
"Perfect"	.1	1	0	8	18	3	2	0	0	0	0	0	1
"Perfect"	.1	1	0	8	18	3	3	0	0	0	0	0	1
"Perfect"	.1	1	0	8	18	3	4	0	0	0	0	1	1
"Perfect"	.1	1	0	8	18	3	5	0	0	0	0	0	1
"Perfect"	.1	1	0	8	18	3	6	0	0	0	0	1	1
"Perfect"	.1	1	0	8	18	3	7	0	0	0	0	0	1
"Perfect"	.1	1	0	8	18	3	8	0	0	0	0	0	1
"Perfect"	.1	1	0	8	18	3	9	0	0	0	0	0	1
"Perfect"	.1	1	0	8	28	4	1	0	0	0	0	0	1
"Perfect"	.1	1	0	8	37	5	1	0	1	0	1	0	1
"Perfect"	.1	1	0	8	37	5	2	1	0	1	0	1	1
"Perfect"	.1	1	0	8	37	5	3	0	1	0	1	0	1
"Perfect"	.1	1	0	8	37	5	4	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	1	0	1	0	1	1	1
"Perfect"	.1	1	0	8	44	6	2	1	0	1	0	1	1
"Perfect"	.1	1	0	8	44	6	3	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	4	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	5	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	6	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	7	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	8	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	9	1	0	1	0	0	1
"Perfect"	.1	1	0	8	44	6	10	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	11	0	0	0	0	1	1
"Perfect"	.1	1	0	8	44	6	12	0	0	0	0	0	1
"Perfect"	.1	1	0	8	44	6	13	0	1	0	1	0	1
"Perfect"	.1	1	0	8	44	6	14	0	1	0	1	0	1
"Perfect"	.1	1	0	8	44	6	15	0	0	0	0	1	1
"Perfect"	.1	1	0	8	44	6	16	0	0	0	0	1	1
"Perfect"	.1	1	0	8	44	6	17	0	0	0	0	0	1
"Perfect"	.1	1	0	8	50	7	1	1	1	1	1	1	1
"Perfect"	.1	1	0	8	50	7	2	1	1	1	1	1	1
"Perfect"	.1	1	0	8	50	7	3	1	1	1	1	0	1
"Perfect"	.1	1	0	8	50	7	4	1	1	1	1	1	1
"Perfect"	.1	1	0	8	50	7	5	1	1	1	1	1	1
"Perfect"	.1	1	0	8	50	7	6	1	1	1	1	1	1
"Perfect"	.1	1	0	8	50	7	7	1	1	1	1	1	1
"Perfect"	.1	1	0	8	50	7	8	1	1	1	1	1	1
"Perfect"	.1	1	0	8	62	8	1	1	1	1	1	1	1
"Perfect"	.1	1	0	8	62	8	2	1	1	1	1	1	1
"Perfect"	.1	1	0	8	62	8	3	1	1	1	1	1	1
"Perfect"	.1	1	0	8	62	8	4	1	1	1	1	0	1
"Perfect"	.1	1	0	8	62	8	5	1	1	1	1	1	1
"Perfect"	.1	1	0	8	62	8	6	0	1	0	1	0	1
"Perfect"	.1	1	0	8	62	8	7	0	1	0	1	1	1
"Perfect"	.1	1	0	8	62	8	8	0	0	0	0	0	1
"Perfect"	.1	1	0	8	62	8	9	0	0	0	0	0	1
"Perfect"	.1	1	0	8	62	8	10	0	0	0	0	0	1
"Perfect"	.1	1	0	8	62	8	11	0	0	0	0	0	1
"Perfect"	.1	1	0	8	62	8	12	0	0	0	0	0	1
"Perfect"	.1	1	0	8	62	8	13	0	0	0	0	0	1
"Perfect"	.1	1	0	8	70	9	1	1	1	1	1	1	1
"Perfect"	.1	1	0	8	70	9	2	1	1	1	1	1	1
"Perfect"	.1	1	0	8	70	9	3	1	1	1	1	1	1
"Perfect"	.1	1	0	8	70	9	4	1	1	1	1	0	1
"Perfect"	.1	1	0	8	70	9	5	1	1	1	1	1	1
"Perfect"	.1	1	0	8	79	10	1	1	1	1	1	1	1
"Perfect"	.1	1	0	8	79	10	2	1	1	1	1	1	1
"Perfect"	.1	1	0	8	79	10	3	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	1	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	2	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	3	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	4	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	5	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	6	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	7	1	1	1	1	1	1
"Perfect"	.1	1	0	8	82	11	8	0	1	0	1	0	1
"Perfect"	.1	1	0	8	82	11	9	0	1	0	1	0	1
"Perfect"	.1	1	0	8	82	11	10	0	1	0	1	0	1
"Perfect"	.1	1	0	8	82	11	11	0	0	0	0	0	1
"Perfect"	.1	1	0	8	82	11	12	0	1	0	1	0	1
"Perfect"	.1	1	0	8	82	11	13	0	1	0	1	0	1
"Perfect"	.1	1	0	8	82	11	14	0	1	0	1	0	1
"Perfect"	.1	1	0	8	82	11	15	0	0	0	0	0	1
"Perfect"	.1	1	0	8	82	11	16	0	0	0	0	0	1
"Perfect"	.1	1	0	8	82	11	17	0	0	0	0	0	1
"Perfect"	.1	1	0	8	82	11	18	0	0	0	0	0	1
"Perfect"	.1	1	0	9	5	1	1	1	0	1	0	1	1
"Perfect"	.1	1	0	9	5	1	2	0	0	0	0	0	1
"Perfect"	.1	1	0	9	5	1	3	1	0	1	0	1	1
"Perfect"	.1	1	0	9	5	1	4	0	0	0	0	0	1
"Perfect"	.1	1	0	9	5	1	5	0	0	0	0	0	1
"Perfect"	.1	1	0	9	5	1	6	0	1	0	1	0	1
"Perfect"	.1	1	0	9	5	1	7	1	0	1	0	1	1
"Perfect"	.1	1	0	9	5	1	8	0	0	0	0	0	1
"Perfect"	.1	1	0	9	5	1	9	1	1	1	1	1	1
"Perfect"	.1	1	0	9	5	1	10	1	0	1	0	1	1
"Perfect"	.1	1	0	9	5	1	11	1	0	1	0	1	1
