* Dictionary *
session: Unique session identifier, From 1 to 3.
round: Number of round. 18 Rounds per session.
stage: Number of stage within round. An additional stage is required if the group did not reach an agreement in the previous stage.
group: Group each subject belongs to.
id: Unique subject identifier (identifies subject across sessions) >= 1
delta: discount value. Could be 0, 0.2, 0.4, 0.6, 0.8 or 1. For one of the 3 blocks of 6 rounds in the experiment the values of delta are randomly chosen.
budget: Total budget to be allocated.
budget_next: budget to be allocated next stage if proposal fails
subject: number of the subject within a group: from 1 to 3.
b1 b2 b3: proposals as submitted by subjets. b1 is the amount allocated to subject with subject number 1 and so on.
sb1, sb2, sb3: share proposed, = bX/money available, [0,1].
computer: whether the proposer will be replaced by a computer (takes value 1) or not (takes value 0)
choice: if the computer makes a proposal choice codifies the type of proposal to be made.
   1: Egalitarian,
   2: Baron and Ferejohn SPE,
   3: Quasi BF. Proposer gets something between BF and egalitarian. Another member gets the difference,
   4: Non Minimum Winning coalition Proposer gets something between BF and half of the budget.
      Another two member split the difference equally,
   5: totally random
proposer: 1 if subject is the proposer, 0 otherwise.
p1 p2 p3: proposal submitted for voting. p1 is the amount allocated to subject with subject number 1 and so on.
sp1, sp2, sp3: share voted on, pX/money available, [0,1].
belief: answer to how likely do you think it is that the proposal comes from a computer? (-1 if Round is 6 or less, between 0 and 100 for Rounds 7 onwards) (Only for Stage 1, Stage 2 onwards equals -1)
vote: 1 if subject voted in favor, 0 if voted against
pass: 1 if proposal received a simple majority of votes
profit: profit made by the subject in the stage.
s_floor: share the subject is offered in the proposal on the floor, [0,1]
prop_s_floor: share to the proposer in the proposal on the floor, [0,1]
prop_s: share a subject offered for himself, [0,1]
high_s: highest offered share excluding the proposer, [0,1]
low_s: lowest offered share excluding the proposer, [0,1]
high_s_floor: highest offered share on the floor excluding the proposer, [0,1]
low_s_floor: lowest offered share on the floor excluding the proposer, [0,1]
mwc: = 1 if subject offered a MWC, 0 o/w.
mwc_floor: = 1 if proposal on the floor is a MWC, 0 o/w.
rmwc: = 1 if subject offered a Relaxed MWC, excluded member gets 10% of budget or less
rmwc_floor: = 1 if proposal on the floor is a Relaxed MWC, excluded member gets 10% of budget or less
equal = 1 if budget divided equally among members
**************

session,round,stage,group,id,subject,delta,budget,budget_next,b1,b2,b3,sb1,sb2,sb3,computer,choice,proposer,p1,p2,p3,sp1,sp2,sp3,belief,vote,pass,profit,s_floor,prop_s_floor,prop_s,high_s,low_s,mwc,mwc_floor,rmwc,rmwc_floor,high_s_floor,low_s_floor,equal
110510_1250,3,1,3,53,1,.80000001,30,24,15,8,7,.5,.26666668,.23333333,0,5,0,7.5,7.5,15,.25,.25,.5,-1,1,1,7.5,.25,.5,.5,.26666668,.23333333,0,0,0,0,.25,.25,0
110510_1250,3,1,3,46,2,.80000001,30,24,2,14,14,.06666667,.46666667,.46666667,0,5,0,7.5,7.5,15,.25,.25,.5,-1,1,1,7.5,.25,.5,.46666667,.46666667,.06666667,0,0,1,0,.25,.25,0
110510_1250,3,1,3,45,3,.80000001,30,24,7.5,7.5,15,.25,.25,.5,0,5,1,7.5,7.5,15,.25,.25,.5,-1,1,1,15,.5,.5,.5,.25,.25,0,0,0,0,.25,.25,0
110510_1250,3,1,4,52,1,.80000001,30,24,20,5,5,.66666669,.16666667,.16666667,1,3,0,13.7,0,16.299999,.45666665,0,.54333329,-1,1,1,13.7,.45666665,.54333329,.66666669,.16666667,.16666667,0,1,0,1,.45666665,0,0
110510_1250,3,1,4,44,2,.80000001,30,24,5.0999999,24.9,0,.17,.82999998,0,1,3,0,13.7,0,16.299999,.45666665,0,.54333329,-1,1,1,0,0,.54333329,.82999998,.17,0,1,1,1,1,.45666665,0,0
110510_1250,3,1,4,49,3,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,3,1,13.7,0,16.299999,.45666665,0,.54333329,-1,1,1,16.299999,.54333329,.54333329,.33333334,.33333334,.33333334,0,1,0,1,.45666665,0,1
110510_1250,4,1,1,54,1,0,30,0,18,10,2,.60000002,.33333334,.06666667,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.60000002,.33333334,.06666667,0,0,1,0,.33333334,.33333334,0
110510_1250,4,1,1,48,2,0,30,0,8,15,7,.26666668,.5,.23333333,1,1,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.26666668,.23333333,0,0,0,0,.33333334,.33333334,0
110510_1250,4,1,1,50,3,0,30,0,10,10,10,.33333334,.33333334,.33333334,1,1,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110510_1250,4,1,2,45,1,0,30,0,20,5,5,.66666669,.16666667,.16666667,0,3,0,4,4,22,.13333334,.13333334,.73333335,-1,1,1,4,.13333334,.73333335,.66666669,.16666667,.16666667,0,0,0,0,.13333334,.13333334,0
110510_1250,4,1,2,53,2,0,30,0,8,14,8,.26666668,.46666667,.26666668,0,3,0,4,4,22,.13333334,.13333334,.73333335,-1,1,1,4,.13333334,.73333335,.46666667,.26666668,.26666668,0,0,0,0,.13333334,.13333334,0
110510_1250,4,1,2,52,3,0,30,0,4,4,22,.13333334,.13333334,.73333335,0,3,1,4,4,22,.13333334,.13333334,.73333335,-1,1,1,22,.73333335,.73333335,.73333335,.13333334,.13333334,0,0,0,0,.13333334,.13333334,0
110510_1250,4,1,3,46,1,0,30,0,20,10,0,.66666669,.33333334,0,0,3,0,8,7,15,.26666668,.23333333,.5,-1,0,1,8,.26666668,.5,.66666669,.33333334,0,1,0,1,0,.26666668,.23333333,0
110510_1250,4,1,3,44,2,0,30,0,6,24,0,.2,.80000001,0,0,3,0,8,7,15,.26666668,.23333333,.5,-1,1,1,7,.23333333,.5,.80000001,.2,0,1,0,1,0,.26666668,.23333333,0
110510_1250,4,1,3,43,3,0,30,0,8,7,15,.26666668,.23333333,.5,0,3,1,8,7,15,.26666668,.23333333,.5,-1,1,1,15,.5,.5,.5,.26666668,.23333333,0,0,0,0,.26666668,.23333333,0
110510_1250,4,1,4,51,1,0,30,0,15,7.5,7.5,.5,.25,.25,0,4,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.5,.25,.25,0,0,0,0,.33333334,.33333334,0
110510_1250,4,1,4,49,2,0,30,0,5,20,5,.16666667,.66666669,.16666667,0,4,0,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.66666669,.16666667,.16666667,0,0,0,0,.33333334,.33333334,0
110510_1250,4,1,4,47,3,0,30,0,10,10,10,.33333334,.33333334,.33333334,0,4,1,10,10,10,.33333334,.33333334,.33333334,-1,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110510_1250,5,1,1,43,1,.2,30,6,15,7,8,.5,.23333333,.26666668,0,2,1,15,7,8,.5,.23333333,.26666668,-1,1,1,15,.5,.5,.5,.26666668,.23333333,0,0,0,0,.26666668,.23333333,0
110510_1250,5,1,1,46,2,.2,30,6,8,15,7,.26666668,.5,.23333333,0,2,0,15,7,8,.5,.23333333,.26666668,-1,1,1,7,.23333333,.5,.5,.26666668,.23333333,0,0,0,0,.26666668,.23333333,0
110510_1250,5,1,1,52,3,.2,30,6,6,5,19,.2,.16666667,.63333333,0,2,0,15,7,8,.5,.23333333,.26666668,-1,1,1,8,.26666668,.5,.63333333,.2,.16666667,0,0,0,0,.26666668,.23333333,0
110510_1250,5,1,2,54,1,.2,30,6,18,12,0,.60000002,.40000001,0,0,2,1,18,12,0,.60000002,.40000001,0,-1,1,1,18,.60000002,.60000002,.60000002,.40000001,0,1,1,1,1,.40000001,0,0
110510_1250,5,1,2,49,2,.2,30,6,5,15,10,.16666667,.5,.33333334,0,2,0,18,12,0,.60000002,.40000001,0,-1,1,1,12,.40000001,.60000002,.5,.33333334,.16666667,0,1,0,1,.40000001,0,0
110510_1250,5,1,2,48,3,.2,30,6,8,7,15,.26666668,.23333333,.5,0,2,0,18,12,0,.60000002,.40000001,0,-1,1,1,0,0,.60000002,.5,.26666668,.23333333,0,1,0,1,.40000001,0,0
110510_1250,5,1,3,47,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,3,1,19.799999,10.2,0,.65999997,.34,0,-1,1,1,19.799999,.65999997,.65999997,.33333334,.33333334,.33333334,0,1,0,1,.34,0,1
110510_1250,5,1,3,51,2,.2,30,6,7.5,15,7.5,.25,.5,.25,1,3,0,19.799999,10.2,0,.65999997,.34,0,-1,1,1,10.2,.34,.65999997,.5,.25,.25,0,1,0,1,.34,0,0
110510_1250,5,1,3,50,3,.2,30,6,20,3,7,.66666669,.1,.23333333,1,3,0,19.799999,10.2,0,.65999997,.34,0,-1,0,1,0,0,.65999997,.23333333,.66666669,.1,0,1,1,1,.34,0,0
110510_1250,5,1,4,45,1,.2,30,6,25,5,0,.83333331,.16666667,0,0,3,1,25,5,0,.83333331,.16666667,0,-1,1,1,25,.83333331,.83333331,.83333331,.16666667,0,1,1,1,1,.16666667,0,0
110510_1250,5,1,4,53,2,.2,30,6,10,12,8,.33333334,.40000001,.26666668,0,3,0,25,5,0,.83333331,.16666667,0,-1,1,1,5,.16666667,.83333331,.40000001,.33333334,.26666668,0,1,0,1,.16666667,0,0
110510_1250,5,1,4,44,3,.2,30,6,10,0,20,.33333334,0,.66666669,0,3,0,25,5,0,.83333331,.16666667,0,-1,1,1,0,0,.83333331,.66666669,.33333334,0,1,1,1,1,.16666667,0,0
110510_1250,6,1,1,44,1,1,30,30,25,5,0,.83333331,.16666667,0,0,3,0,8,15,7,.26666668,.5,.23333333,-1,1,1,8,.26666668,.5,.83333331,.16666667,0,1,0,1,0,.26666668,.23333333,0
110510_1250,6,1,1,43,2,1,30,30,8,15,7,.26666668,.5,.23333333,0,3,1,8,15,7,.26666668,.5,.23333333,-1,1,1,15,.5,.5,.5,.26666668,.23333333,0,0,0,0,.26666668,.23333333,0
110510_1250,6,1,1,53,3,1,30,30,12,0,18,.40000001,0,.60000002,0,3,0,8,15,7,.26666668,.5,.23333333,-1,0,1,7,.23333333,.5,.60000002,.40000001,0,1,0,1,0,.26666668,.23333333,0
110510_1250,6,1,2,47,1,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,1,0,10,20,0,.33333334,.66666669,0,-1,1,1,10,.33333334,.66666669,.33333334,.33333334,.33333334,0,1,0,1,.33333334,0,1
110510_1250,6,1,2,51,2,1,30,30,10,20,0,.33333334,.66666669,0,0,1,1,10,20,0,.33333334,.66666669,0,-1,1,1,20,.66666669,.66666669,.66666669,.33333334,0,1,1,1,1,.33333334,0,0
110510_1250,6,1,2,50,3,1,30,30,24,0,6,.80000001,0,.2,0,1,0,10,20,0,.33333334,.66666669,0,-1,0,1,0,0,.66666669,.2,.80000001,0,1,1,1,1,.33333334,0,0
110510_1250,6,1,3,49,1,1,30,30,30,0,0,1,0,0,1,4,0,6.5999999,16.9,6.5,.22,.56333333,.21666667,-1,0,1,6.5999999,.22,.56333333,1,0,0,1,0,1,0,.22,.21666667,0
110510_1250,6,1,3,46,2,1,30,30,8,15,7,.26666668,.5,.23333333,1,4,1,6.5999999,16.9,6.5,.22,.56333333,.21666667,-1,1,1,16.9,.56333333,.56333333,.5,.26666668,.23333333,0,0,0,0,.22,.21666667,0
110510_1250,6,1,3,45,3,1,30,30,7.5,7.5,15,.25,.25,.5,1,4,0,6.5999999,16.9,6.5,.22,.56333333,.21666667,-1,1,1,6.5,.21666667,.56333333,.5,.25,.25,0,0,0,0,.22,.21666667,0
110510_1250,6,1,4,52,1,1,30,30,16,7,7,.53333336,.23333333,.23333333,0,3,0,7,16,7,.23333333,.53333336,.23333333,-1,0,0,0,.23333333,.53333336,.53333336,.23333333,.23333333,0,0,0,0,.23333333,.23333333,0
110510_1250,6,1,4,48,2,1,30,30,7,16,7,.23333333,.53333336,.23333333,0,3,1,7,16,7,.23333333,.53333336,.23333333,-1,1,0,0,.53333336,.53333336,.53333336,.23333333,.23333333,0,0,0,0,.23333333,.23333333,0
110510_1250,6,1,4,54,3,1,30,30,12,0,18,.40000001,0,.60000002,0,3,0,7,16,7,.23333333,.53333336,.23333333,-1,0,0,0,.23333333,.53333336,.60000002,.40000001,0,1,0,1,0,.23333333,.23333333,0
110510_1250,6,2,4,52,1,1,30,30,20,5,5,.66666669,.16666667,.16666667,0,4,1,20,5,5,.66666669,.16666667,.16666667,-1,1,0,0,.66666669,.66666669,.66666669,.16666667,.16666667,0,0,0,0,.16666667,.16666667,0
110510_1250,6,2,4,48,2,1,30,30,9,12,9,.30000001,.40000001,.30000001,0,4,0,20,5,5,.66666669,.16666667,.16666667,-1,0,0,0,.16666667,.66666669,.40000001,.30000001,.30000001,0,0,0,0,.16666667,.16666667,0
110510_1250,6,2,4,54,3,1,30,30,12,1,17,.40000001,.033333335,.56666666,0,4,0,20,5,5,.66666669,.16666667,.16666667,-1,0,0,0,.16666667,.66666669,.56666666,.40000001,.033333335,0,0,1,0,.16666667,.16666667,0
110510_1250,6,3,4,52,1,1,30,30,15,4,11,.5,.13333334,.36666667,0,4,1,15,4,11,.5,.13333334,.36666667,-1,1,1,15,.5,.5,.5,.36666667,.13333334,0,0,0,0,.36666667,.13333334,0
110510_1250,6,3,4,48,2,1,30,30,10,10,10,.33333334,.33333334,.33333334,0,4,0,15,4,11,.5,.13333334,.36666667,-1,0,1,4,.13333334,.5,.33333334,.33333334,.33333334,0,0,0,0,.36666667,.13333334,1
110510_1250,6,3,4,54,3,1,30,30,10,5,15,.33333334,.16666667,.5,0,4,0,15,4,11,.5,.13333334,.36666667,-1,1,1,11,.36666667,.5,.5,.33333334,.16666667,0,0,0,0,.36666667,.13333334,0
110510_1250,7,1,1,50,1,.40000001,30,12,21,4,5,.69999999,.13333334,.16666667,1,4,0,6,6.0999999,17.9,.2,.20333333,.59666663,.88999999,1,1,6,.2,.59666663,.69999999,.16666667,.13333334,0,0,0,0,.20333333,.2,0
110510_1250,7,1,1,53,2,.40000001,30,12,10,15,5,.33333334,.5,.16666667,1,4,0,6,6.0999999,17.9,.2,.20333333,.59666663,.88999999,1,1,6.0999999,.20333333,.59666663,.5,.33333334,.16666667,0,0,0,0,.20333333,.2,0
110510_1250,7,1,1,48,3,.40000001,30,12,12,6,12,.40000001,.2,.40000001,1,4,1,6,6.0999999,17.9,.2,.20333333,.59666663,-1,1,1,17.9,.59666663,.59666663,.40000001,.40000001,.2,0,0,0,0,.20333333,.2,0
110510_1250,7,1,2,46,1,.40000001,30,12,15,8,7,.5,.26666668,.23333333,1,3,0,10.8,0,19.200001,.36000001,0,.64000005,1,1,1,10.8,.36000001,.64000005,.5,.26666668,.23333333,0,1,0,1,.36000001,0,0
110510_1250,7,1,2,52,2,.40000001,30,12,4,16,10,.13333334,.53333336,.33333334,1,3,0,10.8,0,19.200001,.36000001,0,.64000005,.88999999,0,1,0,0,.64000005,.53333336,.33333334,.13333334,0,1,0,1,.36000001,0,0
110510_1250,7,1,2,45,3,.40000001,30,12,6,6,18,.2,.2,.60000002,1,3,1,10.8,0,19.200001,.36000001,0,.64000005,-1,1,1,19.200001,.64000005,.64000005,.60000002,.2,.2,0,1,0,1,.36000001,0,0
110510_1250,7,1,3,49,1,.40000001,30,12,19,8,3,.63333333,.26666668,.1,1,4,0,6.1999998,6.0999999,17.700001,.20666666,.20333333,.59000003,.89999998,1,1,6.1999998,.20666666,.59000003,.63333333,.26666668,.1,0,0,1,0,.20666666,.20333333,0
110510_1250,7,1,3,51,2,.40000001,30,12,10,20,0,.33333334,.66666669,0,1,4,0,6.1999998,6.0999999,17.700001,.20666666,.20333333,.59000003,.64999998,1,1,6.0999999,.20333333,.59000003,.66666669,.33333334,0,1,0,1,0,.20666666,.20333333,0
110510_1250,7,1,3,47,3,.40000001,30,12,10,10,10,.33333334,.33333334,.33333334,1,4,1,6.1999998,6.0999999,17.700001,.20666666,.20333333,.59000003,-1,1,1,17.700001,.59000003,.59000003,.33333334,.33333334,.33333334,0,0,0,0,.20666666,.20333333,1
110510_1250,7,1,4,43,1,.40000001,30,12,15,8,7,.5,.26666668,.23333333,1,2,0,4,0,26,.13333334,0,.86666667,.60000002,1,1,4,.13333334,.86666667,.5,.26666668,.23333333,0,1,0,1,.13333334,0,0
110510_1250,7,1,4,54,2,.40000001,30,12,15,15,0,.5,.5,0,1,2,0,4,0,26,.13333334,0,.86666667,.64999998,0,1,0,0,.86666667,.5,.5,0,1,1,1,1,.13333334,0,0
110510_1250,7,1,4,44,3,.40000001,30,12,8,7,15,.26666668,.23333333,.5,1,2,1,4,0,26,.13333334,0,.86666667,-1,1,1,26,.86666667,.86666667,.5,.26666668,.23333333,0,1,0,1,.13333334,0,0
110510_1250,8,1,1,49,1,0,30,0,15,5,10,.5,.16666667,.33333334,0,4,0,13,4,13,.43333334,.13333334,.43333334,.30000001,1,1,13,.43333334,.43333334,.5,.33333334,.16666667,0,0,0,0,.43333334,.13333334,0
110510_1250,8,1,1,50,2,0,30,0,10,15,5,.33333334,.5,.16666667,0,4,0,13,4,13,.43333334,.13333334,.43333334,.49000001,0,1,4,.13333334,.43333334,.5,.33333334,.16666667,0,0,0,0,.43333334,.13333334,0
110510_1250,8,1,1,48,3,0,30,0,13,4,13,.43333334,.13333334,.43333334,0,4,1,13,4,13,.43333334,.13333334,.43333334,0,1,1,13,.43333334,.43333334,.43333334,.43333334,.13333334,0,0,0,0,.43333334,.13333334,0
110510_1250,8,1,2,47,1,0,30,0,10,10,10,.33333334,.33333334,.33333334,1,4,0,5.8000002,5.8000002,18.4,.19333334,.19333334,.61333334,.60000002,1,1,5.8000002,.19333334,.61333334,.33333334,.33333334,.33333334,0,0,0,0,.19333334,.19333334,1
110510_1250,8,1,2,43,2,0,30,0,10,20,0,.33333334,.66666669,0,1,4,0,5.8000002,5.8000002,18.4,.19333334,.19333334,.61333334,.5,1,1,5.8000002,.19333334,.61333334,.66666669,.33333334,0,1,0,1,0,.19333334,.19333334,0
110510_1250,8,1,2,45,3,0,30,0,0,5,25,0,.16666667,.83333331,1,4,1,5.8000002,5.8000002,18.4,.19333334,.19333334,.61333334,-1,1,1,18.4,.61333334,.61333334,.83333331,.16666667,0,1,0,1,0,.19333334,.19333334,0
110510_1250,8,1,3,44,1,0,30,0,15,8,7,.5,.26666668,.23333333,1,3,0,12.1,0,17.9,.40333334,0,.59666663,.5,1,1,12.1,.40333334,.59666663,.5,.26666668,.23333333,0,1,0,1,.40333334,0,0
110510_1250,8,1,3,53,2,0,30,0,9,20,1,.30000001,.66666669,.033333335,1,3,0,12.1,0,17.9,.40333334,0,.59666663,.89999998,0,1,0,0,.59666663,.66666669,.30000001,.033333335,0,1,1,1,.40333334,0,0
110510_1250,8,1,3,51,3,0,30,0,10,0,20,.33333334,0,.66666669,1,3,1,12.1,0,17.9,.40333334,0,.59666663,-1,1,1,17.9,.59666663,.59666663,.66666669,.33333334,0,1,1,1,1,.40333334,0,0
110510_1250,8,1,4,46,1,0,30,0,25,5,0,.83333331,.16666667,0,0,3,0,15,0,15,.5,0,.5,.1,1,1,15,.5,.5,.83333331,.16666667,0,1,1,1,1,.5,0,0
110510_1250,8,1,4,52,2,0,30,0,11,12,7,.36666667,.40000001,.23333333,0,3,0,15,0,15,.5,0,.5,.85000002,0,1,0,0,.5,.40000001,.36666667,.23333333,0,1,0,1,.5,0,0
110510_1250,8,1,4,54,3,0,30,0,15,0,15,.5,0,.5,0,3,1,15,0,15,.5,0,.5,0,1,1,15,.5,.5,.5,.5,0,1,1,1,1,.5,0,0
110510_1250,9,1,1,45,1,.60000002,30,18,20,5,5,.66666669,.16666667,.16666667,0,4,0,0,30,0,0,1,0,.75,0,0,0,0,1,.66666669,.16666667,.16666667,0,1,0,1,0,0,0
110510_1250,9,1,1,50,2,.60000002,30,18,0,30,0,0,1,0,0,4,1,0,30,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0
110510_1250,9,1,1,46,3,.60000002,30,18,10,0,20,.33333334,0,.66666669,0,4,0,0,30,0,0,1,0,1,0,0,0,0,1,.66666669,.33333334,0,1,1,1,1,0,0,0
110510_1250,9,1,2,49,1,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,0,3,0,8.1000004,19.9,2,.27000001,.6633333,.06666667,.75,1,1,8.1000004,.27000001,.6633333,.33333334,.33333334,.33333334,0,0,0,1,.27000001,.06666667,1
110510_1250,9,1,2,53,2,.60000002,30,18,8.1000004,19.9,2,.27000001,.6633333,.06666667,0,3,1,8.1000004,19.9,2,.27000001,.6633333,.06666667,0,1,1,19.9,.6633333,.6633333,.6633333,.27000001,.06666667,0,0,1,1,.27000001,.06666667,0
110510_1250,9,1,2,52,3,.60000002,30,18,14,0,16,.46666667,0,.53333336,0,3,0,8.1000004,19.9,2,.27000001,.6633333,.06666667,.93000001,0,1,2,.06666667,.6633333,.53333336,.46666667,0,1,0,1,1,.27000001,.06666667,0
110510_1250,9,1,3,48,1,.60000002,30,18,14,14,2,.46666667,.46666667,.06666667,1,3,0,0,19.299999,10.7,0,.64333332,.35666665,.1,0,1,0,0,.64333332,.46666667,.46666667,.06666667,0,1,1,1,.35666665,0,0
110510_1250,9,1,3,54,2,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,1,3,1,0,19.299999,10.7,0,.64333332,.35666665,-1,1,1,19.299999,.64333332,.64333332,.33333334,.33333334,.33333334,0,1,0,1,.35666665,0,1
110510_1250,9,1,3,47,3,.60000002,30,18,10,10,10,.33333334,.33333334,.33333334,1,3,0,0,19.299999,10.7,0,.64333332,.35666665,.30000001,1,1,10.7,.35666665,.64333332,.33333334,.33333334,.33333334,0,1,0,1,.35666665,0,1
110510_1250,9,1,4,51,1,.60000002,30,18,20,10,0,.66666669,.33333334,0,1,4,0,6.9000001,16.200001,6.9000001,.23,.54000002,.23,.5,1,1,6.9000001,.23,.54000002,.66666669,.33333334,0,1,0,1,0,.23,.23,0
110510_1250,9,1,4,43,2,.60000002,30,18,8,15,7,.26666668,.5,.23333333,1,4,1,6.9000001,16.200001,6.9000001,.23,.54000002,.23,-1,1,1,16.200001,.54000002,.54000002,.5,.26666668,.23333333,0,0,0,0,.23,.23,0
110510_1250,9,1,4,44,3,.60000002,30,18,12.1,0,17.9,.40333334,0,.59666663,1,4,0,6.9000001,16.200001,6.9000001,.23,.54000002,.23,.69999999,1,1,6.9000001,.23,.54000002,.59666663,.40333334,0,1,0,1,0,.23,.23,0
110510_1250,9,2,1,45,1,.60000002,18,10.8,14,2,2,.77777779,.11111111,.11111111,0,4,0,0,6,12,0,.33333334,.66666669,-1,0,1,0,0,.66666669,.77777779,.11111111,.11111111,0,1,0,1,.33333334,0,0
110510_1250,9,2,1,50,2,.60000002,18,10.8,0,17,1,0,.94444442,.055555556,0,4,0,0,6,12,0,.33333334,.66666669,-1,1,1,6,.33333334,.66666669,.94444442,.055555556,0,1,1,1,1,.33333334,0,0
110510_1250,9,2,1,46,3,.60000002,18,10.8,0,6,12,0,.33333334,.66666669,0,4,1,0,6,12,0,.33333334,.66666669,-1,1,1,12,.66666669,.66666669,.66666669,.33333334,0,1,1,1,1,.33333334,0,0
110510_1250,10,1,1,46,1,.80000001,30,24,20,10,0,.66666669,.33333334,0,1,2,1,22,8,0,.73333335,.26666668,0,-1,1,1,22,.73333335,.73333335,.66666669,.33333334,0,1,1,1,1,.26666668,0,0
110510_1250,10,1,1,54,2,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,1,2,0,22,8,0,.73333335,.26666668,0,.55000001,1,1,8,.26666668,.73333335,.33333334,.33333334,.33333334,0,1,0,1,.26666668,0,1
110510_1250,10,1,1,43,3,.80000001,30,24,5,0,25,.16666667,0,.83333331,1,2,0,22,8,0,.73333335,.26666668,0,.2,0,1,0,0,.73333335,.83333331,.16666667,0,1,1,1,1,.26666668,0,0
110510_1250,10,1,2,45,1,.80000001,30,24,20,10,0,.66666669,.33333334,0,1,3,1,15.5,14.5,0,.51666665,.48333332,0,-1,1,1,15.5,.51666665,.51666665,.66666669,.33333334,0,1,1,1,1,.48333332,0,0
110510_1250,10,1,2,49,2,.80000001,30,24,5,20,5,.16666667,.66666669,.16666667,1,3,0,15.5,14.5,0,.51666665,.48333332,0,.1,1,1,14.5,.48333332,.51666665,.66666669,.16666667,.16666667,0,1,0,1,.48333332,0,0
110510_1250,10,1,2,51,3,.80000001,30,24,6.5,6.5,17,.21666667,.21666667,.56666666,1,3,0,15.5,14.5,0,.51666665,.48333332,0,.25,0,1,0,0,.51666665,.56666666,.21666667,.21666667,0,1,0,1,.48333332,0,0
110510_1250,10,1,3,47,1,.80000001,30,24,10,10,10,.33333334,.33333334,.33333334,0,2,1,10,10,10,.33333334,.33333334,.33333334,.40000001,1,1,10,.33333334,.33333334,.33333334,.33333334,.33333334,0,0,0,0,.33333334,.33333334,1
110510_1250,10,1,3,48,2,.80000001,30,24,11,19,0,.36666667,.63333333,0,0,2,0,10,10,10,.33333334,.33333334,.33333334,.40000001,1,1,10,.33333334,.33333334,.63333333,.36666667,0,1,0,1,0,.33333334,.33333334,0
110510_1250,10,1,3,52,3,.80000001,30,24,9,1,20,.30000001,.033333335,.66666669,0,2,0,10,10,10,.33333334,.33333334,.33333334,.25,1,1,10,.33333334,.33333334,.66666669,.30000001,.033333335,0,0,1,0,.33333334,.33333334,0
110510_1250,10,1,4,44,1,.80000001,30,24,16.200001,6.9000001,6.9000001,.54000002,.23,.23,1,3,1,16.799999,13.2,0,.56,.44,0,-1,1,1,16.799999,.56,.56,.54000002,.23,.23,0,1,0,1,.44,0,0
110510_1250,10,1,4,50,2,.80000001,30,24,6,18,6,.2,.60000002,.2,1,3,0,16.799999,13.2,0,.56,.44,0,.99000001,1,1,13.2,.44,.56,.60000002,.2,.2,0,1,0,1,.44,0,0
110510_1250,10,1,4,53,3,.80000001,30,24,6,6,18,.2,.2,.60000002,1,3,0,16.799999,13.2,0,.56,.44,0,.5,0,1,0,0,.56,.60000002,.2,.2,0,1,0,1,.44,0,0
110510_1250,11,1,1,51,1,.2,30,6,20,10,0,.66666669,.33333334,0,1,3,0,14.2,0,15.8,.47333333,0,.5266667,.5,1,1,14.2,.47333333,.5266667,.66666669,.33333334,0,1,1,1,1,.47333333,0,0
110510_1250,11,1,1,45,2,.2,30,6,4,22,4,.13333334,.73333335,.13333334,1,3,0,14.2,0,15.8,.47333333,0,.5266667,.85000002,1,1,0,0,.5266667,.73333335,.13333334,.13333334,0,1,0,1,.47333333,0,0
110510_1250,11,1,1,48,3,.2,30,6,0,12,18,0,.40000001,.60000002,1,3,1,14.2,0,15.8,.47333333,0,.5266667,-1,1,1,15.8,.5266667,.5266667,.60000002,.40000001,0,1,1,1,1,.47333333,0,0
110510_1250,11,1,2,54,1,.2,30,6,12,12,6,.40000001,.40000001,.2,0,5,0,1,1,28,.033333335,.033333335,.93333334,.60000002,0,0,0,.033333335,.93333334,.40000001,.40000001,.2,0,0,0,1,.033333335,.033333335,0
110510_1250,11,1,2,53,2,.2,30,6,10,20,0,.33333334,.66666669,0,0,5,0,1,1,28,.033333335,.033333335,.93333334,.1,0,0,0,.033333335,.93333334,.66666669,.33333334,0,1,0,1,1,.033333335,.033333335,0
110510_1250,11,1,2,50,3,.2,30,6,1,1,28,.033333335,.033333335,.93333334,0,5,1,1,1,28,.033333335,.033333335,.93333334,0,1,0,0,.93333334,.93333334,.93333334,.033333335,.033333335,0,0,1,1,.033333335,.033333335,0
110510_1250,11,1,3,47,1,.2,30,6,10,10,10,.33333334,.33333334,.33333334,1,4,0,6.9000001,7,16.1,.23,.23333333,.53666669,.75,1,1,6.9000001,.23,.53666669,.33333334,.33333334,.33333334,0,0,0,0,.23333333,.23,1
