/*****************************************************
*Dictionary*

round           repetition number. 10 rounds per session repeating the game
period          2 periods per game. 
group           group to which the subject belongs
subject         number, constant for a subject in the same session
subjectid       identity of the subject in the group: 1, 2 or 3
stage           proposal stage. if it passes first time only one stage is needed, potentially very large
x0              size of project at the beginning of a period
b1              provisional proposal to member with id1 
b2              idem id2
b3              idem id3
x               provisional allocation to investment
p1              selected proposal, allocation to member with id1
p2              idem id2
p3              idem id3
xp              selected allocation to investment
proposerid      id of the proposer
proposer        whether subject is the proposer
vote1           how the subject with id 1 voted: 1, voted in favor, 0 against
vote2           idem id2
vote3           idem id3
treatment       3: dynamic bargaining 80, 2: dynamic bargaining 20, 1: static bargaining
session         consecutive numbering for sessions
id              consecutive numbering for subjects
location        UCLA or NYU
my_priv         private allocation
prop_priv_floor proposer private allocation in the floor
high_priv       highest private allocation in provisional proposal
low_priv        lowest private allocation in provisional proposal
mwc             minimum winning coalition=1.
a10_mwc         aX_ stands for Almost with X units of slack on the lowest share
a20_mwc         idem X=20
a30_mwc         idem X=30

*****************************************************************************************************/
treatment	session	round	group	period	stage	id	subject	inv0	b1	b2	b3	inv	proposer	p1	p2	p3	subjectid	invp	proposerid	vote1	vote2	vote3	location	my_priv	prop_priv_floor	high_priv	low_priv	mwc	a10_mwc	a20_mwc	a30_mwc
"SB"	"UCLA SB S3"	9	3	1	1	140	10	0	84	96	0	20	0	95	85	0	2	20	1	1	1	0	"UCLA"	96	95	84	0	1	1	1	1
"SB"	"UCLA SB S3"	9	3	2	1	10	0	0	0	85	99	16	1	0	85	99	3	16	3	0	1	1	"UCLA"	99	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	9	3	2	1	101	7	0	100	0	80	20	0	0	85	99	1	16	3	0	1	1	"UCLA"	100	99	80	0	1	1	1	1
"SB"	"UCLA SB S3"	9	3	2	1	140	10	0	85	95	0	20	0	0	85	99	2	16	3	0	1	1	"UCLA"	95	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	1	1	127	9	0	100	0	80	20	1	100	0	80	1	20	1	1	0	0	"UCLA"	100	100	80	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	1	1	153	11	0	80	100	0	20	0	100	0	80	2	20	1	1	0	0	"UCLA"	100	100	80	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	1	1	164	12	0	0	85	95	20	0	100	0	80	3	20	1	1	0	0	"UCLA"	95	100	85	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	1	2	127	9	0	99	85	0	16	0	0	85	95	1	20	3	0	1	1	"UCLA"	99	95	85	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	1	2	153	11	0	80	100	0	20	0	0	85	95	2	20	3	0	1	1	"UCLA"	100	95	80	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	1	2	164	12	0	0	85	95	20	1	0	85	95	3	20	3	0	1	1	"UCLA"	95	95	85	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	2	1	127	9	0	95	85	0	20	0	80	100	0	1	20	2	1	1	0	"UCLA"	95	100	85	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	2	1	153	11	0	80	100	0	20	1	80	100	0	2	20	2	1	1	0	"UCLA"	100	100	80	0	1	1	1	1
"SB"	"UCLA SB S3"	9	4	2	1	164	12	0	0	85	95	20	0	80	100	0	3	20	2	1	1	0	"UCLA"	95	100	85	0	1	1	1	1
"SB"	"UCLA SB S3"	10	0	1	1	36	2	0	85	99	0	16	1	85	99	0	2	16	2	1	1	0	"UCLA"	99	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	10	0	1	1	153	11	0	100	80	0	20	0	85	99	0	1	16	2	1	1	0	"UCLA"	100	99	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	0	1	1	164	12	0	0	85	95	20	0	85	99	0	3	16	2	1	1	0	"UCLA"	95	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	10	0	2	1	36	2	0	79	105	0	16	0	85	0	99	2	16	3	1	0	1	"UCLA"	105	99	79	0	1	1	1	1
"SB"	"UCLA SB S3"	10	0	2	1	153	11	0	100	0	80	20	0	85	0	99	1	16	3	1	0	1	"UCLA"	100	99	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	0	2	1	164	12	0	85	0	99	16	1	85	0	99	3	16	3	1	0	1	"UCLA"	99	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	10	1	1	1	49	3	0	90	0	90	20	1	90	0	90	3	20	3	1	0	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	1	1	1	62	4	0	90	90	0	20	0	90	0	90	2	20	3	1	0	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	1	1	1	140	10	0	96	84	0	20	0	90	0	90	1	20	3	1	0	1	"UCLA"	96	90	84	0	1	1	1	1
"SB"	"UCLA SB S3"	10	1	2	1	49	3	0	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	1	2	1	62	4	0	90	90	0	20	0	0	90	90	2	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	1	2	1	140	10	0	90	0	90	20	0	0	90	90	1	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	2	1	1	75	5	0	90	90	0	20	1	90	90	0	2	20	2	1	1	0	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	2	1	1	114	8	0	0	90	90	20	0	90	90	0	3	20	2	1	1	0	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	2	1	1	127	9	0	100	80	0	20	0	90	90	0	1	20	2	1	1	0	"UCLA"	100	90	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	2	2	1	75	5	0	0	90	90	20	0	92	92	0	2	16	1	1	1	1	"UCLA"	90	92	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	2	2	1	114	8	0	80	0	100	20	0	92	92	0	3	16	1	1	1	1	"UCLA"	100	92	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	2	2	1	127	9	0	92	92	0	16	1	92	92	0	1	16	1	1	1	1	"UCLA"	92	92	92	0	1	1	1	1
"SB"	"UCLA SB S3"	10	3	1	1	23	1	0	90	0	90	20	0	100	80	0	3	20	1	1	1	0	"UCLA"	90	100	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	3	1	1	88	6	0	100	80	0	20	1	100	80	0	1	20	1	1	1	0	"UCLA"	100	100	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	3	1	1	174	13	0	80	100	0	20	0	100	80	0	2	20	1	1	1	0	"UCLA"	100	100	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	3	2	1	23	1	0	0	90	90	20	1	0	90	90	3	20	3	0	1	1	"UCLA"	90	90	90	0	1	1	1	1
"SB"	"UCLA SB S3"	10	3	2	1	88	6	0	100	80	0	20	0	0	90	90	1	20	3	0	1	1	"UCLA"	100	90	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	3	2	1	174	13	0	0	100	80	20	0	0	90	90	2	20	3	0	1	1	"UCLA"	100	90	80	0	1	1	1	1
"SB"	"UCLA SB S3"	10	4	1	1	10	0	0	0	82	99	19	0	99	93	0	3	8	1	1	1	0	"UCLA"	99	99	82	0	1	1	1	1
"SB"	"UCLA SB S3"	10	4	1	1	101	7	0	99	93	0	8	1	99	93	0	1	8	1	1	1	0	"UCLA"	99	99	93	0	1	1	1	1
"SB"	"UCLA SB S3"	10	4	1	1	184	14	0	85	99	0	16	0	99	93	0	2	8	1	1	1	0	"UCLA"	99	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	10	4	2	1	10	0	0	82	0	99	19	1	82	0	99	3	19	3	1	0	1	"UCLA"	99	99	82	0	1	1	1	1
"SB"	"UCLA SB S3"	10	4	2	1	101	7	0	95	0	85	20	0	82	0	99	1	19	3	1	0	1	"UCLA"	95	99	85	0	1	1	1	1
"SB"	"UCLA SB S3"	10	4	2	1	184	14	0	85	99	0	16	0	82	0	99	2	19	3	1	0	1	"UCLA"	99	99	85	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	1	0	1	1	63	4	0	15	160	15	10	0	40	40	40	2	80	1	1	1	0	"UCLA"	160	40	15	15	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	1	1	89	6	0	40	40	40	80	1	40	40	40	1	80	1	1	1	0	"UCLA"	40	40	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	1	1	175	13	0	20	20	20	140	0	40	40	40	3	80	1	1	1	0	"UCLA"	20	40	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	2	1	63	4	16	10	170	10	10	1	10	170	10	2	10	2	0	1	0	"UCLA"	170	170	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	2	1	89	6	16	40	40	40	80	0	10	170	10	1	10	2	0	1	0	"UCLA"	40	170	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	2	1	175	13	16	20	20	20	140	0	10	170	10	3	10	2	0	1	0	"UCLA"	20	170	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	2	2	63	4	16	25	150	10	15	0	60	60	60	2	20	3	1	1	1	"UCLA"	150	60	25	10	0	1	1	0
"DB20"	"UCLA DB20 S1"	1	0	2	2	89	6	16	60	60	60	20	0	60	60	60	1	20	3	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	0	2	2	175	13	16	60	60	60	20	1	60	60	60	3	20	3	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	1	1	1	37	2	0	10	10	10	170	1	10	10	10	3	170	3	1	0	1	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	1	1	1	76	5	0	0	0	0	200	0	10	10	10	1	170	3	1	0	1	"UCLA"	0	10	0	0	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	1	1	1	115	8	0	60	60	60	20	0	10	10	10	2	170	3	1	0	1	"UCLA"	60	10	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	1	2	1	37	2	34	34	33	33	100	0	10	10	10	3	170	1	1	1	1	"UCLA"	33	10	34	33	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	1	2	1	76	5	34	10	10	10	170	1	10	10	10	1	170	1	1	1	1	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	1	2	1	115	8	34	30	30	30	110	0	10	10	10	2	170	1	1	1	1	"UCLA"	30	10	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	1	1	24	1	0	33	33	34	100	1	33	33	34	3	100	3	0	0	1	"UCLA"	34	34	33	33	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	1	1	128	9	0	10	10	10	170	0	33	33	34	1	100	3	0	0	1	"UCLA"	10	34	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	1	1	141	10	0	60	60	60	20	0	33	33	34	2	100	3	0	0	1	"UCLA"	60	34	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	1	2	24	1	0	34	33	33	100	0	10	10	10	3	170	1	1	1	0	"UCLA"	33	10	34	33	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	1	2	128	9	0	10	10	10	170	1	10	10	10	1	170	1	1	1	0	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	1	2	141	10	0	60	60	60	20	0	10	10	10	2	170	1	1	1	0	"UCLA"	60	10	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	2	1	24	1	34	34	33	33	100	0	50	50	50	3	50	1	1	1	1	"UCLA"	33	50	34	33	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	2	1	128	9	34	50	50	50	50	1	50	50	50	1	50	1	1	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	2	2	1	141	10	34	60	60	60	20	0	50	50	50	2	50	1	1	1	1	"UCLA"	60	50	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	1	1	11	0	0	0	0	0	200	0	0	0	0	1	200	2	1	1	0	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	1	1	50	3	0	47	47	46	60	0	0	0	0	3	200	2	1	1	0	"UCLA"	46	0	47	47	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	1	1	165	12	0	0	0	0	200	1	0	0	0	2	200	2	1	1	0	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	2	1	11	0	40	10	10	10	170	0	100	100	0	1	0	2	0	1	0	"UCLA"	10	100	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	2	1	50	3	40	47	46	47	60	0	100	100	0	3	0	2	0	1	0	"UCLA"	47	100	47	46	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	2	1	165	12	40	100	100	0	0	1	100	100	0	2	0	2	0	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	1	3	2	2	11	0	40	100	100	0	0	0	47	47	46	1	60	3	0	1	0	"UCLA"	100	46	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	1	3	2	2	50	3	40	47	47	46	60	1	47	47	46	3	60	3	0	1	0	"UCLA"	46	46	47	47	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	2	2	165	12	40	63	63	64	10	0	47	47	46	2	60	3	0	1	0	"UCLA"	63	46	64	63	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	2	3	11	0	40	30	30	30	110	0	0	100	100	1	0	3	0	1	1	"UCLA"	30	100	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	3	2	3	50	3	40	0	100	100	0	1	0	100	100	3	0	3	0	1	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	1	3	2	3	165	12	40	47	47	46	60	0	0	100	100	2	0	3	0	1	1	"UCLA"	47	100	47	46	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	4	1	1	102	7	0	20	20	20	140	1	20	20	20	1	140	1	1	1	1	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	4	1	1	154	11	0	60	15	15	110	0	20	20	20	3	140	1	1	1	1	"UCLA"	15	20	60	15	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	4	1	1	185	14	0	50	50	50	50	0	20	20	20	2	140	1	1	1	1	"UCLA"	50	20	50	50	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	4	2	1	102	7	28	67	67	66	0	1	67	67	66	1	0	1	1	0	1	"UCLA"	67	67	67	66	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	4	2	1	154	11	28	40	25	25	110	0	67	67	66	3	0	1	1	0	1	"UCLA"	25	67	40	25	0	0	0	0
"DB20"	"UCLA DB20 S1"	1	4	2	1	185	14	28	25	25	25	125	0	67	67	66	2	0	1	1	0	1	"UCLA"	25	67	25	25	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	0	1	1	154	11	0	10	70	70	50	0	60	60	60	3	20	2	0	1	1	"UCLA"	70	60	70	10	0	1	1	1
"DB20"	"UCLA DB20 S1"	2	0	1	1	165	12	0	0	0	0	200	0	60	60	60	1	20	2	0	1	1	"UCLA"	0	60	0	0	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	0	1	1	185	14	0	60	60	60	20	1	60	60	60	2	20	2	0	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	0	2	1	154	11	4	10	70	70	50	1	10	70	70	3	50	3	0	0	1	"UCLA"	70	70	70	10	0	1	1	1
"DB20"	"UCLA DB20 S1"	2	0	2	1	165	12	4	100	100	0	0	0	10	70	70	1	50	3	0	0	1	"UCLA"	100	70	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	2	0	2	1	185	14	4	40	40	40	80	0	10	70	70	2	50	3	0	0	1	"UCLA"	40	70	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	0	2	2	154	11	4	30	60	60	50	0	30	30	30	3	110	2	1	1	1	"UCLA"	60	30	60	30	0	0	0	1
"DB20"	"UCLA DB20 S1"	2	0	2	2	165	12	4	100	100	0	0	0	30	30	30	1	110	2	1	1	1	"UCLA"	100	30	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	2	0	2	2	185	14	4	30	30	30	110	1	30	30	30	2	110	2	1	1	1	"UCLA"	30	30	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	1	1	1	37	2	0	4	3	3	190	0	20	20	20	1	140	3	1	1	1	"UCLA"	4	20	3	3	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	1	1	1	102	7	0	20	20	20	140	1	20	20	20	3	140	3	1	1	1	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	1	1	1	128	9	0	40	40	40	80	0	20	20	20	2	140	3	1	1	1	"UCLA"	40	20	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	1	2	1	37	2	28	50	50	50	50	0	50	50	50	1	50	2	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	1	2	1	102	7	28	20	20	20	140	0	50	50	50	3	50	2	0	1	1	"UCLA"	20	50	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	1	2	1	128	9	28	50	50	50	50	1	50	50	50	2	50	2	0	1	1	"UCLA"	50	50	50	50	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	1	1	50	3	0	30	30	30	110	1	30	30	30	3	110	3	1	1	1	"UCLA"	30	30	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	1	1	89	6	0	40	40	40	80	0	30	30	30	1	110	3	1	1	1	"UCLA"	40	30	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	1	1	141	10	0	60	60	60	20	0	30	30	30	2	110	3	1	1	1	"UCLA"	60	30	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	1	50	3	22	0	100	100	0	0	30	30	30	3	110	2	0	1	0	"UCLA"	100	30	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	2	2	2	1	89	6	22	60	60	60	20	0	30	30	30	1	110	2	0	1	0	"UCLA"	60	30	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	1	141	10	22	30	30	30	110	1	30	30	30	2	110	2	0	1	0	"UCLA"	30	30	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	2	50	3	22	0	100	100	0	1	0	100	100	3	0	3	0	0	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	2	2	2	2	89	6	22	60	60	60	20	0	0	100	100	1	0	3	0	0	1	"UCLA"	60	100	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	2	141	10	22	60	60	60	20	0	0	100	100	2	0	3	0	0	1	"UCLA"	60	100	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	3	50	3	22	30	30	30	110	0	60	60	60	3	20	1	1	1	1	"UCLA"	30	60	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	3	89	6	22	60	60	60	20	1	60	60	60	1	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	2	2	3	141	10	22	60	60	60	20	0	60	60	60	2	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	3	1	1	24	1	0	34	33	33	100	0	60	60	60	2	20	1	1	1	0	"UCLA"	33	60	34	33	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	3	1	1	76	5	0	10	10	10	170	0	60	60	60	3	20	1	1	1	0	"UCLA"	10	60	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	3	1	1	115	8	0	60	60	60	20	1	60	60	60	1	20	1	1	1	0	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	3	2	1	24	1	4	34	33	33	100	0	60	60	60	2	20	1	1	1	1	"UCLA"	33	60	34	33	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	3	2	1	76	5	4	50	50	50	50	0	60	60	60	3	20	1	1	1	1	"UCLA"	50	60	50	50	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	3	2	1	115	8	4	60	60	60	20	1	60	60	60	1	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	4	1	1	11	0	0	0	0	0	200	0	10	10	10	1	170	2	0	1	1	"UCLA"	0	10	0	0	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	4	1	1	63	4	0	10	10	10	170	0	10	10	10	3	170	2	0	1	1	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	4	1	1	175	13	0	10	10	10	170	1	10	10	10	2	170	2	0	1	1	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	4	2	1	11	0	34	100	100	0	0	0	30	30	30	1	110	2	1	1	1	"UCLA"	100	30	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	2	4	2	1	63	4	34	10	10	20	160	0	30	30	30	3	110	2	1	1	1	"UCLA"	20	30	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	2	4	2	1	175	13	34	30	30	30	110	1	30	30	30	2	110	2	1	1	1	"UCLA"	30	30	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	0	1	1	76	5	0	65	65	65	5	0	30	30	30	3	110	1	1	1	1	"UCLA"	65	30	65	65	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	0	1	1	115	8	0	10	10	10	170	0	30	30	30	2	110	1	1	1	1	"UCLA"	10	30	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	0	1	1	141	10	0	30	30	30	110	1	30	30	30	1	110	1	1	1	1	"UCLA"	30	30	30	30	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	0	2	1	76	5	22	40	40	40	80	0	60	60	60	3	20	1	1	1	1	"UCLA"	40	60	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	0	2	1	115	8	22	10	10	10	170	0	60	60	60	2	20	1	1	1	1	"UCLA"	10	60	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	0	2	1	141	10	22	60	60	60	20	1	60	60	60	1	20	1	1	1	1	"UCLA"	60	60	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	1	1	102	7	0	20	20	20	140	1	20	20	20	3	140	3	1	1	1	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	1	1	128	9	0	40	40	40	80	0	20	20	20	2	140	3	1	1	1	"UCLA"	40	20	40	40	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	1	1	175	13	0	25	25	25	125	0	20	20	20	1	140	3	1	1	1	"UCLA"	25	20	25	25	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	2	1	102	7	28	20	20	20	140	0	66	66	66	3	2	2	0	1	0	"UCLA"	20	66	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	2	1	128	9	28	66	66	66	2	1	66	66	66	2	2	2	0	1	0	"UCLA"	66	66	66	66	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	2	1	175	13	28	35	35	35	95	0	66	66	66	1	2	2	0	1	0	"UCLA"	35	66	35	35	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	2	2	102	7	28	20	20	20	140	0	35	35	35	3	95	1	1	0	1	"UCLA"	20	35	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	2	2	128	9	28	50	50	50	50	0	35	35	35	2	95	1	1	0	1	"UCLA"	50	35	50	50	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	1	2	2	175	13	28	35	35	35	95	1	35	35	35	1	95	1	1	0	1	"UCLA"	35	35	35	35	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	2	1	1	63	4	0	5	15	10	170	1	5	15	10	2	170	2	1	1	0	"UCLA"	15	15	10	5	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	2	1	1	165	12	0	64	64	64	8	0	5	15	10	3	170	2	1	1	0	"UCLA"	64	15	64	64	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	2	1	1	185	14	0	60	60	60	20	0	5	15	10	1	170	2	1	1	0	"UCLA"	60	15	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	2	2	1	63	4	34	0	5	5	190	1	0	5	5	2	190	2	0	1	1	"UCLA"	5	5	5	0	1	0	0	0
"DB20"	"UCLA DB20 S1"	3	2	2	1	165	12	34	100	0	100	0	0	0	5	5	3	190	2	0	1	1	"UCLA"	100	5	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	3	2	2	1	185	14	34	60	60	60	20	0	0	5	5	1	190	2	0	1	1	"UCLA"	60	5	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	3	1	1	24	1	0	0	0	0	200	1	0	0	0	1	200	1	1	1	1	"UCLA"	0	0	0	0	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	3	1	1	37	2	0	10	10	10	170	0	0	0	0	2	200	1	1	1	1	"UCLA"	10	0	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	3	1	1	50	3	0	0	50	50	100	0	0	0	0	3	200	1	1	1	1	"UCLA"	50	0	50	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	3	3	2	1	24	1	40	60	60	60	20	0	100	0	100	1	0	3	1	0	1	"UCLA"	60	100	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	3	2	1	37	2	40	60	60	60	20	0	100	0	100	2	0	3	1	0	1	"UCLA"	60	100	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	3	2	1	50	3	40	100	0	100	0	1	100	0	100	3	0	3	1	0	1	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	3	4	1	1	11	0	0	20	20	20	140	1	20	20	20	1	140	1	1	1	0	"UCLA"	20	20	20	20	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	4	1	1	89	6	0	10	10	10	170	0	20	20	20	2	140	1	1	1	0	"UCLA"	10	20	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	4	1	1	154	11	0	30	60	60	50	0	20	20	20	3	140	1	1	1	0	"UCLA"	60	20	60	30	0	0	0	1
"DB20"	"UCLA DB20 S1"	3	4	2	1	11	0	28	100	100	0	0	1	100	100	0	1	0	1	1	1	0	"UCLA"	100	100	100	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	3	4	2	1	89	6	28	60	60	60	20	0	100	100	0	2	0	1	1	1	0	"UCLA"	60	100	60	60	0	0	0	0
"DB20"	"UCLA DB20 S1"	3	4	2	1	154	11	28	30	60	60	50	0	100	100	0	3	0	1	1	1	0	"UCLA"	60	100	60	30	0	0	0	1
"DB20"	"UCLA DB20 S1"	4	0	1	1	50	3	0	0	50	50	100	0	10	10	10	2	170	3	1	1	1	"UCLA"	50	10	50	0	1	1	1	1
"DB20"	"UCLA DB20 S1"	4	0	1	1	89	6	0	10	10	10	170	1	10	10	10	3	170	3	1	1	1	"UCLA"	10	10	10	10	0	0	0	0
"DB20"	"UCLA DB20 S1"	4	0	1	1	102	7	0	20	20	20	140	0	10	10	10	1	170	3	1	1	1	"UCLA"	20	10	20	20	0	0	0	0
