**  Dictionary **

paper: Paper
session: unique session identifier
subject: subject identifier in session
o_subject: identifier in session of partner
aSS, aSH, etc are experimental payoffs as a function of Stag and Hare actions by subject and o_subject
stag: dummy equal to 1 if subject chose stag
otherstag: dummy equal to 1 if partner chose stag
matching: variable that denotes the type of matching used in the experiment
rothmalouf: dummy equal 1 if lottery method was used for payment

*****

paper,session,period,subject,o_subject,aSS,aSH,aHS,aHH,stag,otherstag,matching,rothmalouf
Battalio et al (2001),7,69,22,11,45,0,42,12,0,0,random,0
Battalio et al (2001),7,69,23,33,45,0,42,12,0,1,random,0
Battalio et al (2001),7,69,31,34,45,0,42,12,1,0,random,0
Battalio et al (2001),7,69,32,36,45,0,42,12,1,0,random,0
Battalio et al (2001),7,69,33,23,45,0,42,12,1,0,random,0
Battalio et al (2001),7,69,34,31,45,0,42,12,0,1,random,0
Battalio et al (2001),7,69,36,32,45,0,42,12,0,1,random,0
Battalio et al (2001),7,70,11,22,45,0,42,12,0,0,random,0
Battalio et al (2001),7,70,22,11,45,0,42,12,0,0,random,0
Battalio et al (2001),7,70,23,32,45,0,42,12,0,1,random,0
Battalio et al (2001),7,70,31,36,45,0,42,12,1,0,random,0
Battalio et al (2001),7,70,32,23,45,0,42,12,1,0,random,0
Battalio et al (2001),7,70,33,34,45,0,42,12,1,1,random,0
Battalio et al (2001),7,70,34,33,45,0,42,12,1,1,random,0
Battalio et al (2001),7,70,36,31,45,0,42,12,0,1,random,0
Battalio et al (2001),7,71,11,31,45,0,42,12,0,1,random,0
Battalio et al (2001),7,71,22,23,45,0,42,12,0,0,random,0
Battalio et al (2001),7,71,23,22,45,0,42,12,0,0,random,0
Battalio et al (2001),7,71,31,11,45,0,42,12,1,0,random,0
Battalio et al (2001),7,71,32,34,45,0,42,12,1,1,random,0
Battalio et al (2001),7,71,33,36,45,0,42,12,1,0,random,0
Battalio et al (2001),7,71,34,32,45,0,42,12,1,1,random,0
Battalio et al (2001),7,71,36,33,45,0,42,12,0,1,random,0
Battalio et al (2001),7,72,11,23,45,0,42,12,0,0,random,0
Battalio et al (2001),7,72,22,36,45,0,42,12,0,0,random,0
Battalio et al (2001),7,72,23,11,45,0,42,12,0,0,random,0
Battalio et al (2001),7,72,31,33,45,0,42,12,0,1,random,0
Battalio et al (2001),7,72,32,34,45,0,42,12,1,1,random,0
Battalio et al (2001),7,72,33,31,45,0,42,12,1,0,random,0
Battalio et al (2001),7,72,34,32,45,0,42,12,1,1,random,0
Battalio et al (2001),7,72,36,22,45,0,42,12,0,0,random,0
Battalio et al (2001),7,73,11,32,45,0,42,12,0,1,random,0
Battalio et al (2001),7,73,22,33,45,0,42,12,0,1,random,0
Battalio et al (2001),7,73,23,34,45,0,42,12,0,1,random,0
Battalio et al (2001),7,73,31,36,45,0,42,12,0,0,random,0
Battalio et al (2001),7,73,32,11,45,0,42,12,1,0,random,0
Battalio et al (2001),7,73,33,22,45,0,42,12,1,0,random,0
Battalio et al (2001),7,73,34,23,45,0,42,12,1,0,random,0
Battalio et al (2001),7,73,36,31,45,0,42,12,0,0,random,0
Battalio et al (2001),7,74,11,36,45,0,42,12,0,0,random,0
Battalio et al (2001),7,74,22,31,45,0,42,12,0,0,random,0
Battalio et al (2001),7,74,23,34,45,0,42,12,0,1,random,0
Battalio et al (2001),7,74,31,22,45,0,42,12,0,0,random,0
Battalio et al (2001),7,74,32,33,45,0,42,12,1,1,random,0
Battalio et al (2001),7,74,33,32,45,0,42,12,1,1,random,0
Battalio et al (2001),7,74,34,23,45,0,42,12,1,0,random,0
Battalio et al (2001),7,74,36,11,45,0,42,12,0,0,random,0
Battalio et al (2001),7,75,11,33,45,0,42,12,0,1,random,0
Battalio et al (2001),7,75,22,23,45,0,42,12,1,0,random,0
Battalio et al (2001),7,75,23,22,45,0,42,12,0,1,random,0
Battalio et al (2001),7,75,31,36,45,0,42,12,0,0,random,0
Battalio et al (2001),7,75,32,34,45,0,42,12,0,1,random,0
Battalio et al (2001),7,75,33,11,45,0,42,12,1,0,random,0
Battalio et al (2001),7,75,34,32,45,0,42,12,1,0,random,0
Battalio et al (2001),7,75,36,31,45,0,42,12,0,0,random,0
Battalio et al (2001),8,1,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,1,21,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,1,24,27,45,0,42,12,1,1,random,0
Battalio et al (2001),8,1,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,1,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,1,27,24,45,0,42,12,1,1,random,0
Battalio et al (2001),8,1,35,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,1,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,2,14,24,45,0,42,12,1,1,random,0
Battalio et al (2001),8,2,21,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,2,24,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,2,25,21,45,0,42,12,1,1,random,0
Battalio et al (2001),8,2,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),8,2,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,2,35,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,2,37,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,3,14,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,3,21,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,3,24,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,3,25,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,3,26,21,45,0,42,12,0,1,random,0
Battalio et al (2001),8,3,27,14,45,0,42,12,0,1,random,0
Battalio et al (2001),8,3,35,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,3,37,24,45,0,42,12,0,1,random,0
Battalio et al (2001),8,4,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,4,21,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,4,24,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,4,25,24,45,0,42,12,1,1,random,0
Battalio et al (2001),8,4,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,4,27,21,45,0,42,12,0,1,random,0
Battalio et al (2001),8,4,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),8,4,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,5,14,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,5,21,24,45,0,42,12,0,1,random,0
Battalio et al (2001),8,5,24,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,5,25,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,5,26,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,5,27,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,5,35,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,5,37,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,6,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,6,21,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,6,24,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,6,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,6,26,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,6,27,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,6,35,27,45,0,42,12,1,1,random,0
Battalio et al (2001),8,6,37,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,7,14,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,7,21,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,7,24,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,7,25,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,7,26,14,45,0,42,12,0,1,random,0
Battalio et al (2001),8,7,27,37,45,0,42,12,1,1,random,0
Battalio et al (2001),8,7,35,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,7,37,27,45,0,42,12,1,1,random,0
Battalio et al (2001),8,8,14,27,45,0,42,12,1,1,random,0
Battalio et al (2001),8,8,21,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,8,24,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,8,25,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,8,26,21,45,0,42,12,0,1,random,0
Battalio et al (2001),8,8,27,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,8,35,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,8,37,24,45,0,42,12,0,1,random,0
Battalio et al (2001),8,9,14,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,9,21,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,9,24,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,9,25,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,9,26,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,9,27,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,9,35,27,45,0,42,12,1,1,random,0
Battalio et al (2001),8,9,37,14,45,0,42,12,0,1,random,0
Battalio et al (2001),8,10,14,21,45,0,42,12,1,1,random,0
Battalio et al (2001),8,10,21,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,10,24,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,10,25,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,10,26,27,45,0,42,12,0,1,random,0
Battalio et al (2001),8,10,27,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,10,35,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,10,37,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,11,14,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,11,21,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,11,24,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,11,25,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,11,26,21,45,0,42,12,0,1,random,0
Battalio et al (2001),8,11,27,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,11,35,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,11,37,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,12,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,12,21,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,12,24,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,12,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,12,26,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,12,27,37,45,0,42,12,0,1,random,0
Battalio et al (2001),8,12,35,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,12,37,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,13,14,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,13,21,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,13,24,27,45,0,42,12,0,1,random,0
Battalio et al (2001),8,13,25,14,45,0,42,12,1,1,random,0
Battalio et al (2001),8,13,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,13,27,24,45,0,42,12,1,0,random,0
Battalio et al (2001),8,13,35,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,13,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,14,14,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,14,21,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,14,24,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,14,25,24,45,0,42,12,1,1,random,0
Battalio et al (2001),8,14,26,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,14,27,37,45,0,42,12,0,1,random,0
Battalio et al (2001),8,14,35,14,45,0,42,12,0,1,random,0
Battalio et al (2001),8,14,37,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,15,14,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,15,21,37,45,0,42,12,1,1,random,0
Battalio et al (2001),8,15,24,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,15,25,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,15,26,24,45,0,42,12,0,1,random,0
Battalio et al (2001),8,15,27,14,45,0,42,12,0,1,random,0
Battalio et al (2001),8,15,35,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,15,37,21,45,0,42,12,1,1,random,0
Battalio et al (2001),8,16,14,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,16,21,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,16,24,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,16,25,24,45,0,42,12,1,0,random,0
Battalio et al (2001),8,16,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,16,27,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,16,35,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,16,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,17,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,17,21,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,17,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,17,25,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,17,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,17,27,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,17,35,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,17,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,18,14,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,18,21,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,18,24,27,45,0,42,12,0,1,random,0
Battalio et al (2001),8,18,25,26,45,0,42,12,1,1,random,0
Battalio et al (2001),8,18,26,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,18,27,24,45,0,42,12,1,0,random,0
Battalio et al (2001),8,18,35,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,18,37,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,19,14,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,19,21,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,19,24,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,19,25,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,19,26,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,19,27,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,19,35,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,19,37,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,20,14,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,20,21,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,20,24,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,20,25,14,45,0,42,12,1,0,random,0
Battalio et al (2001),8,20,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,20,27,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,20,35,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,20,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,21,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,21,21,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,21,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,21,25,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,21,26,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,21,27,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,21,35,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,21,37,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,22,14,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,22,21,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,22,24,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,22,25,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,22,26,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,22,27,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,22,35,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,22,37,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,23,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,23,21,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,23,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,23,25,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,23,26,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,23,27,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,23,35,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,23,37,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,24,14,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,24,21,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,24,24,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,24,25,26,45,0,42,12,1,0,random,0
Battalio et al (2001),8,24,26,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,24,27,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,24,35,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,24,37,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,25,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,25,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,25,24,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,25,25,35,45,0,42,12,1,0,random,0
Battalio et al (2001),8,25,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,25,27,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,25,35,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,25,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,26,14,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,26,21,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,26,24,37,45,0,42,12,0,1,random,0
Battalio et al (2001),8,26,25,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,26,26,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,26,27,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,26,35,27,45,0,42,12,1,1,random,0
Battalio et al (2001),8,26,37,24,45,0,42,12,1,0,random,0
Battalio et al (2001),8,27,14,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,27,21,37,45,0,42,12,0,1,random,0
Battalio et al (2001),8,27,24,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,27,25,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,27,26,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,27,27,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,27,35,25,45,0,42,12,1,1,random,0
Battalio et al (2001),8,27,37,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,28,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,28,21,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,28,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,28,25,21,45,0,42,12,1,0,random,0
Battalio et al (2001),8,28,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,28,27,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,28,35,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,28,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,24,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,25,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,27,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,35,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,29,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,14,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,21,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,24,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,25,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,26,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,30,27,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,35,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,30,37,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,31,14,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,31,21,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,31,24,27,45,0,42,12,0,1,random,0
Battalio et al (2001),8,31,25,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,31,26,25,45,0,42,12,1,0,random,0
Battalio et al (2001),8,31,27,24,45,0,42,12,1,0,random,0
Battalio et al (2001),8,31,35,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,31,37,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,32,14,25,45,0,42,12,0,1,random,0
Battalio et al (2001),8,32,21,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,32,24,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,32,25,14,45,0,42,12,1,0,random,0
Battalio et al (2001),8,32,26,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,32,27,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,32,35,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,32,37,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,33,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,24,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,25,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,26,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,27,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,35,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,33,37,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,21,26,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,25,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,26,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,27,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,35,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,34,37,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,24,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,25,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,26,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,35,27,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,35,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,35,37,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,36,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,36,21,35,45,0,42,12,0,0,random,0
Battalio et al (2001),8,36,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,36,25,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,36,26,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,36,27,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,36,35,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,36,37,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,37,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,37,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,37,24,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,37,25,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,37,26,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,37,27,37,45,0,42,12,1,0,random,0
Battalio et al (2001),8,37,35,26,45,0,42,12,1,1,random,0
Battalio et al (2001),8,37,37,27,45,0,42,12,0,1,random,0
Battalio et al (2001),8,38,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,38,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,38,24,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,38,25,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,38,26,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,38,27,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,38,35,26,45,0,42,12,1,1,random,0
Battalio et al (2001),8,38,37,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,39,14,21,45,0,42,12,0,0,random,0
Battalio et al (2001),8,39,21,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,39,24,35,45,0,42,12,0,1,random,0
Battalio et al (2001),8,39,25,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,39,26,27,45,0,42,12,1,0,random,0
Battalio et al (2001),8,39,27,26,45,0,42,12,0,1,random,0
Battalio et al (2001),8,39,35,24,45,0,42,12,1,0,random,0
Battalio et al (2001),8,39,37,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,40,14,24,45,0,42,12,0,0,random,0
Battalio et al (2001),8,40,21,37,45,0,42,12,0,0,random,0
Battalio et al (2001),8,40,24,14,45,0,42,12,0,0,random,0
Battalio et al (2001),8,40,25,27,45,0,42,12,0,0,random,0
Battalio et al (2001),8,40,26,35,45,0,42,12,1,1,random,0
Battalio et al (2001),8,40,27,25,45,0,42,12,0,0,random,0
Battalio et al (2001),8,40,35,26,45,0,42,12,1,1,random,0
